sighting_id,datetime,location_id,shape_id,duration_seconds,duration_text,comments,date_posted
802,10/12/1978 21:00,130,20,7200,2 hours,NW TN TRIANGLE.,9/9/2013
803,10/12/1978 23:00,191,8,7200,2 hours,DURING A HUNTING TRIP IN THE MOUNTAINSWE MADE CAMP AND LATE THAT NIGHT I SAW THE FOLLOWING. A BRIGHT LIGHT THAT CAME FROM THE SOUTHEAS,8/30/2013
804,10/12/1979 00:45,537,6,900,15 min.,Iwitnessed one object moving east to west across Rt.539 4 mile north of Rt.72 near the Fire Tower. There were no cloud and the sky was,9/2/2005
805,10/12/1982 05:30,178,18,20,20 seconds,While fishing on the east pearl river which seperates la./ms. north of i10 near stennis we saw a white round light just above the trees,12/12/2013
806,10/12/1982 05:30,178,18,29,29 seconds,Round light which was observed going into space with moves and silence that we have never seen before.,12/12/2013
807,10/12/1985 23:45,559,7,300,23:45 - 23:50,My sister and I observed a disk for about 5 minutes hovering approximately 120 feet away.,12/2/2000
808,10/12/1994 11:55,350,16,120,a few minutes,I had just picked up my Daugther (2yrs old) from my Mother-in-Laws and was on my way home it was a clear cold crisp day with the leaves,4/1/2001
809,10/12/1994 15:00,392,5,120,1-2 minutes,Triangular/chevron small object with fixed lights at corner--very fast moving.,10/30/2006
810,10/12/1994 21:00,775,7,120,unknown - hours,close encounter of the fifth kind - detailed information was given via ELF wave and four books written with schematics/drawnings.,1/24/2014
811,10/12/1995 20:30,409,20,10,10 sec.,3 Triangular craft passed directly overhead.  They were flying in a &quot;V&quot; formation at low altitude. There was no sound. These objects we,11/19/1998
812,10/12/1997 18:30,12,4,20,20 seconds,Sphere chased by Huntington Beach Helocopter,10/20/2005
813,10/12/1997 21:51,529,7,1260,1:21min,two disk like objects passed over me and my mother  objevts seemed to be a couple of thousand feet overhead,6/2/1998
814,10/12/1997 22:30,288,18,300,5 minutes,Me and my friend were driving back from a Cubs game and we saw a red light in the sky it was moving very fast then stopped went back,9/19/2002
815,10/12/1997 23:00,402,16,15,15 seconds,Round green ball-shaped object,8/16/2002
816,10/12/1998 04:00,296,3,11,11 sec,3 Lights not as egg shaped but close thumb nail. Flying in tryangle formation flew over for 7 seconds not to close but not far away. f,11/1/1998
817,10/12/1998 07:00,377,18,300,5 min.,It was a red light in the north west sky. it rose very slowly for about three minetes and then droped down flashing red and white.To sl,11/19/1998
818,10/12/1998 19:00,566,9,1800,30min,A MOVING RED BALL OF LIGHT.,4/2/1999
819,10/12/1998 19:00,566,18,2400,40 min,Red light moved slowly over Asheville dogs acted is if they were in pain.,5/15/2006
820,10/12/1999 01:30,534,20,60,1 minute,Some of my friend and I were outside smoking when something flew over us. It looked like an airplane at first but it was to big and,11/23/1999
821,10/12/1999 05:11,320,9,120,2min,Two fireballs in northwest sky,10/19/1999
822,10/12/1999 09:00,114,13,120,2 minutes,Flock of Silver Ovalish Shaped Disk flying quickly through the daytime sky.,10/31/2008
823,10/12/1999 12:07,601,9,3600,1 hour,3 balls of light were in the sky. They were in a triangle formation I heard that it might have been one ship with three lights.,2/27/2000
824,10/12/1999 17:15,137,10,600,10 minutes,I witnessed a extremely white bright cigar shaped light in the west/soutwestern sky low on the horizon. It moved slowly from south to,10/19/1999
825,10/12/1999 20:00,348,20,600,10 minutes,V shaped light pattern but craft was pyrymid shape and demention. Huge size of shopping mall made no sound escorted by 1/2 hours worth,10/19/1999
826,10/12/1999 21:35,364,20,300,5 minutes,3 satellites forming a perfect isosceles triangle shape moving in complete unison from the NW to the SE and turning to the South.,10/19/1999
827,10/12/1999 22:00,285,9,600,10 minutes?,Phoenix police dept. helicopters (2) and crew observe orange fireball that circles their craft. Report at first denied by PPD then ackn,2/23/2000
828,10/12/1999 22:15,304,16,30,30 seconds,It was maybe 500ft above me no lights traveling VERY slow  and completely silent.,10/31/2008
829,10/12/1999 23:00,522,15,3600,1 hour,Two bright amber lights. About 300 to 500 feet up. One slightly lower.,11/17/1999
830,10/12/2000 08:00,218,16,300,5 minutes,It was slow moving no lights and totally silent and BIG.,4/27/2004
831,10/12/2000 15:00,338,7,30,30 seconds,Broad Daylight Flying Saucer,8/5/2001
832,10/12/2000 17:40,662,7,6,6 seconds,Disk shaped object sited over Mason County W.V. traveling at high rate of speed.,12/2/2000
833,10/12/2000 18:00,309,10,600,10 minutes,The cigar shaped craft was hovering in the southwestern sky fairly close to the ground.  There were lights on it.  There was a bright &quot;,12/2/2000
834,10/12/2000 18:59,399,13,1080,app 18 min,Bubba&#39s Back&#33,12/2/2000
835,10/12/2000 19:00,399,2,900,15 minutes,Bright red ball of light moving an easterly direction over Gilbert AZ,12/2/2000
836,10/12/2000 19:30,304,9,60,approx 1 minute,Witnessed a pink fireball making small circles in the sky around 71st ST &amp; HWY 169. At first glance it appeared to be fireworks but the,12/2/2000
837,10/12/2000 21:30,195,18,300,5 mins,i saw &quot;bubba &quot; in buckeye az  very red and very bright,11/20/2002
838,10/12/2001 01:30,278,8,1200,15-20 min,On Oct.122001 at 1:30am I witnessed a dark disk over my neighborhood in MiamiFl.,9/2/2005
839,10/12/2001 05:30,278,7,1200,hour or more,Craft hovered high in the atmosphere changed colors or flashed lights. Red White Green Moving so slightly,11/20/2001
840,10/12/2001 15:40,497,7,120,2 minutes,As I was driving in my car on the way home from work I stopped at the red light turning west on Colfax Avenue.  I was on the intersect,11/20/2001
841,10/12/2001 18:30,285,15,120,2 min,Cluster UFO over Phoenix AZ,11/20/2001
842,10/12/2001 23:08,523,16,10,10 seconds,The stealth-shaped object was traveling at low altitude at a high speed with no sound and lights that flashed intermittently.,11/20/2001
843,10/12/2002 11:00,520,7,600,10 minutes,Bright white disk stationery for ten minutes and then in an instant disappeared completely.,10/28/2002
844,10/12/2002 11:00,498,8,600,10 minutes,I seen a circular obect silver in color with no wings moving north to west at a rather fast speed.,10/28/2002
845,10/12/2002 14:40,143,2,180,3min.,Air show to the northwest small metallic objects forming circle formations to the southeast 4th appeared out of nowhere.,10/15/2002
846,10/12/2002 15:49,453,18,900,10-15 minutes,I was looking at what was only an hour earlier CLEAR BLUE SKIES being filled up by what might be referred to as chemtrails. As I was,11/4/2002
847,10/12/2002 18:00,462,15,600,10 minutes,Large cluster of black baloons tehered together at 1500 ft heading SW,10/15/2002
848,10/12/2002 19:10,177,7,3,3 seconds,Fast-moving saucer-shaped white light,10/15/2002
849,10/12/2002 19:30,307,18,600,10 minutes,Strange sphere above north Idaho.,10/15/2002
850,10/12/2002 20:00,165,20,300,5 minutes,Triangle UFO with Blue/White lights,11/21/2010
851,10/12/2002 20:10,223,18,300,hour and half,White Specks moving moving back and forth sometimes stopping.,10/15/2002
852,10/12/2002 20:45,165,20,300,less than 5 minutes,Close encounter in Paris TX,12/23/2002
853,10/12/2003 02:00,57,2,30,30 seconds,object emmited bright light then sped off in a flash.,11/26/2003
854,10/12/2003 02:00,683,8,1500,25 minutes,Peculiar lights over the Antioch CA sky,10/31/2003
855,10/12/2003 13:08,398,9,600,10 minutes,bright red light,10/15/2003
856,10/12/2003 18:25,446,16,480,8 minutes,Two Brilliant Star objects in twilight sky,10/15/2003
857,10/12/2003 18:30,578,16,600,ten plus minutes,Orange Ball Joined By Second That Formed a Debris Field - Filmed,11/26/2003
858,10/12/2003 18:35,550,16,900,12 to 15 mins.,october 12th sunday 2003   6:35pm.  /distorted airway/sky  perhaps portle 15/20feet high same width on our land facing westnorthwest,10/31/2003
859,10/12/2003 22:20,384,4,300,5 minutes,Luminous translucent red sphere,10/31/2003
860,10/12/2004 00:00,212,4,1500,25 min.,It was a sphere shaped object  with lights on it....it had left jet stream marks in the skythen landed.,10/27/2004
861,10/12/2004 00:00,284,15,4,4 seconds,Three orange circles without depth quickly randomly and fluidly dancing in tight formation moving silently,9/2/2005
862,10/12/2004 00:06,658,16,5,4-5seconds,Looking up in Nother sky at 12:06am 10-12-04 I by myself seen a boomerang shaped object heading west. It passed over 90 dgrees in 4-5 s,10/27/2004
863,10/12/2004 07:37,467,18,10,10 sec,it was not a satilite,2/24/2005
864,10/12/2004 12:55,403,18,45,45 sec,Two white lights two blue-green lights (1/2 the size of the former) all looked like stars visible in the daytime.,10/27/2004
865,10/12/2004 14:00,102,4,2700,45 minutes,More UFO&#39s in Hayward,10/27/2004
866,10/12/2004 20:01,278,18,60,less than 1 min,Glanced at aerial object tonight... thought to could have been a commercial jet but it was heading south from north from overhead to,10/27/2004
867,10/12/2004 20:27,500,18,75,50-75 seconds,An  orange/yellow star-like cylinder with a hazy glow transited Florida from SSE to NNW at 30 elevation on 10/12/04 @2327 EDT,10/27/2004
868,10/12/2004 21:10,415,9,60,>1 min,Small Fireball moved from east to west over southern Hood Canal,10/27/2004
869,10/12/2004 22:30,429,20,3600,1 hour,I first saw the object at about 10:30 last night.  It remained in one place.  ((NUFORC Note:  Possibly a twinkling star??  PD)),10/27/2004
870,10/12/2005 00:00,478,9,7200,2 + hours,((NUFORC Note:  Possible sighting of Mars.  PD))  Bright Star changes direction at high speeds.,10/20/2005
871,10/12/2005 01:15,194,13,30,30 seconds,Very loud noisy craft intense orange-red color goes over my house in early a.m.,10/20/2005
872,10/12/2005 02:05,279,15,20,20 seconds,Two glowing discs slowly glide accross Longwood FL night sky.,10/20/2005
873,10/12/2005 04:00,423,18,600,10 minutes,Bright pulsating light in night sky,10/20/2005
874,10/12/2005 17:00,772,18,10,10 seconds,yellow light moving in wierd patterns and disappeared over noblesville indiana.,2/14/2006
875,10/12/2005 20:02,285,18,300,5 minutes,Yellow Lights seen over South Mountain,10/20/2005
876,10/12/2005 20:05,45,4,180,3 minutes,Phoenix Lights are Back&#33,10/20/2005
877,10/12/2005 20:32,485,20,240,4 minutes,Many sightings of 12 orange lights bouncing + pattern formation high rate of acceleration 8:34 PM on 10/12/05,10/20/2005
878,10/12/2005 21:00,634,1,7200,2 hours,((NUFORC Note:  Possible twinkling stars?  PD)) Four objects with red/orange &amp; green flashing lights sighted near Florence/KilleenTX..,10/20/2005
879,10/12/2005 22:00,159,2,300,5 minutes,Possible Chinese Spacecraft Launch??,10/20/2005
880,10/12/2006 17:30,479,15,300,4-5 minutes,Ufo massachusetts circular discs formation triangle,10/30/2006
881,10/12/2006 17:50,42,4,30,30 sec. +/-,Sphere shaped UFO Seen in Altamonte Springs FL by a young girl 10/12/06,10/30/2006
882,10/12/2006 20:00,170,18,120,hour,massive intense lights over Detroit Michigan  Thursday night 2 objects.,10/30/2006
883,10/12/2006 22:30,52,20,10,10 seconds,Object appeared for about 10 seconds triangle shape,10/30/2006
884,10/12/2007 00:20,705,20,10,10 seconds,Large Triangle space craft seen from Northern Utah Traveling South out of the North sky 10-12-07 at 12:20am,11/28/2007
885,10/12/2007 01:45,625,15,15,15 seconds,2 Golden Round Lights Simply Vanish before our eyes,11/28/2007
886,10/12/2007 05:30,769,18,1800,30 minutes,bright light of oval shaped object hovers in sky over Manhattan in early morning --lasted about half hour ((NUFORC Note:  Venus.  PD)),11/28/2007
887,10/12/2007 08:15,452,15,65,65 seconds,It was real and I have NEVER seen anthing like it I reported it to the police who came to my house and took an affidavit,11/28/2007
888,10/12/2007 14:35,219,4,300,3-5 min.,Highly reflective object gliding across sky,11/28/2007
889,10/12/2007 19:20,728,2,600,10 minutes,un-steady flight as if it was shaking almost moving left to right flying forward single slow flashing red light not like cesna or multi,11/28/2007
890,10/12/2007 21:30,708,8,300,over a half hour,Blue circluar ufo,11/28/2007
891,10/12/2007 22:00,163,8,600,10 min,Bright white circles of light on one side red light on trailing edge of other side. Amazing flight patterns.,11/28/2007
892,10/12/2007 22:00,605,13,3300,55 minutes,Another sighting in York PA&#33&#33&#33,11/28/2007
893,10/12/2007 23:00,314,2,172800,1-2 days,((HOAX??))  abduction. 500 Lights On Object0: Yes,3/4/2008
894,10/12/2007 23:30,532,20,3,3 seconds,While stargazing this strange object appeared,11/28/2007
895,10/12/2008 05:20,736,18,35,35 sec,a white tiny light moving thru the sky,10/31/2008
896,10/12/2008 08:00,217,10,50,50 seconds,Cigar shaped low flying and decent size craft blicking red light.,10/31/2008
897,10/12/2008 09:00,580,11,300,5min,Sightings Over Reading Pa Area,10/31/2008
898,10/12/2008 09:00,739,7,90,30 seconds-1 minute,The UFO was a sacer shaped silver object.,10/31/2008
899,10/12/2008 12:00,326,16,600,10 min.,We saw craft at close range with all detail on a clear sunny day at 12:00 noon.,3/19/2009
900,10/12/2008 15:10,209,8,900,12 - 15 min.,White balls of light moving across the sky.,10/31/2008
901,10/12/2008 19:20,284,18,420,approx. 7 min.,Orange slow-moving light appeared to backfire and shoot out flames/sparks.Stopped at some points.,10/31/2008
902,10/12/2008 20:00,225,18,300,5 minutes,Two White Separated Lights in Southern Sky,10/31/2008
903,10/12/2008 21:00,68,1,120,couple minutes,Shape changing plasma type thing along a large jet stream in night sky,10/31/2008
904,10/12/2008 23:00,766,18,300,5 minutes,Bright Blue Fluorescent Light Seen in Virginia Outside Washington DC,10/31/2008
905,10/12/2008 23:00,160,1,900,15 mins,About 23:00 I opened the drapes and I looked towards the sky.,10/31/2008
906,10/12/2008 23:00,627,8,45,45 seconds,2 orange colored objects flying and stopping over WAYNE MICHIGAN,10/31/2008
907,10/12/2009 07:00,575,2,5,5 sec,I saw a shiny object that shot across the northeast sky at a high rate of speed.,12/12/2009
908,10/12/2009 11:00,8,15,900,15 minutes,We were outside filming a highschool project when someone saw a flash over head. we looked up and saw 3 or even 4 crafts with no distin,12/12/2009
909,10/12/2009 20:00,324,18,300,5 min,3 very bright lights stationary in the sky but separated  by approximately 10 degrees,2/14/2010
910,10/12/2009 20:30,50,2,900,15 minutes,8:30ct &#160; Oct. 12 2009  Myself my husband and my daughter saw a large bright object that looked like a star at first.... It was moving,12/12/2009
911,10/12/2010 00:56,511,20,180,3 mins,BLACK TRIANGLE SEEN OVER NORTH TEXAS ON 10.12.10,11/21/2010
